List,Name,ID,Feature Type
Reg T,LCK,ENSG00000182866,Gene Expression
Reg T,CORO1A,ENSG00000102879,Gene Expression
Reg T,CARD16,ENSG00000204397,Gene Expression
Reg T,DUSP4,ENSG00000120875,Gene Expression
Reg T,BIRC3,ENSG00000023445,Gene Expression
Reg T,HLA-B,ENSG00000234745,Gene Expression
Reg T,STK17B,ENSG00000081320,Gene Expression
Reg T,PTPRC,ENSG00000081237,Gene Expression
Reg T,CTSC,ENSG00000109861,Gene Expression
Reg T,BTG1,ENSG00000133639,Gene Expression
Reg T,FXYD5,ENSG00000089327,Gene Expression
Reg T,ICOS,ENSG00000163600,Gene Expression
Reg T,HLA-C,ENSG00000204525,Gene Expression
Reg T,CD3G,ENSG00000160654,Gene Expression
Reg T,CYTOR,ENSG00000222041,Gene Expression
Reg T,PIM2,ENSG00000102096,Gene Expression
Reg T,MYL12A,ENSG00000101608,Gene Expression
Reg T,AC133644.2,ENSG00000273445,Gene Expression
Reg T,LSP1,ENSG00000130592,Gene Expression
Reg T,GBP2,ENSG00000162645,Gene Expression
Reg T,LAT,ENSG00000213658,Gene Expression
Reg T,TNFRSF1B,ENSG00000028137,Gene Expression
Reg T,ICAM3,ENSG00000076662,Gene Expression
Reg T,PMAIP1,ENSG00000141682,Gene Expression
Reg T,RNF213,ENSG00000173821,Gene Expression
Prolif T,NKG7,ENSG00000105374,Gene Expression
Prolif T,GZMA,ENSG00000145649,Gene Expression
Prolif T,HMGB2,ENSG00000164104,Gene Expression
Prolif T,GZMK,ENSG00000113088,Gene Expression
Prolif T,H4C3,ENSG00000197061,Gene Expression
Prolif T,CCL5,ENSG00000271503,Gene Expression
Prolif T,TRAC,ENSG00000277734,Gene Expression
Prolif T,IL32,ENSG00000008517,Gene Expression
Prolif T,CD3D,ENSG00000167286,Gene Expression
Prolif T,CD52,ENSG00000169442,Gene Expression
Prolif T,CORO1A,ENSG00000102879,Gene Expression
Prolif T,STMN1,ENSG00000117632,Gene Expression
Prolif T,CRIP1,ENSG00000213145,Gene Expression
Prolif T,TRBC2,ENSG00000211772,Gene Expression
Prolif T,CD2,ENSG00000116824,Gene Expression
Prolif T,HMGN2,ENSG00000198830,Gene Expression
Prolif T,RAC2,ENSG00000128340,Gene Expression
Prolif T,TUBB,ENSG00000196230,Gene Expression
Prolif T,GZMB,ENSG00000100453,Gene Expression
Prolif T,TRBC1,ENSG00000211751,Gene Expression
Prolif T,CST7,ENSG00000077984,Gene Expression
Prolif T,SH3BGRL3,ENSG00000142669,Gene Expression
Prolif T,TUBA1B,ENSG00000123416,Gene Expression
Prolif T,APOBEC3G,ENSG00000239713,Gene Expression
Prolif T,CD3E,ENSG00000198851,Gene Expression
Prolif T,CD8A,ENSG00000153563,Gene Expression
Prolif T,ARHGDIB,ENSG00000111348,Gene Expression
Prolif T,GZMH,ENSG00000100450,Gene Expression
Prolif T,XCL2,ENSG00000143185,Gene Expression
Prolif T,TYMS,ENSG00000176890,Gene Expression
Prolif T,MKI67,ENSG00000148773,Gene Expression
Prolif T,MYL12A,ENSG00000101608,Gene Expression
Prolif T,H2AZ1,ENSG00000164032,Gene Expression
Prolif T,PCLAF,ENSG00000166803,Gene Expression
Prolif T,UBE2C,ENSG00000175063,Gene Expression
Prolif T,CD27,ENSG00000139193,Gene Expression
Prolif T,COTL1,ENSG00000103187,Gene Expression
Prolif T,S100A4,ENSG00000196154,Gene Expression
Prolif T,LAG3,ENSG00000089692,Gene Expression
Prolif T,CD8B,ENSG00000172116,Gene Expression
Prolif T,IFNG,ENSG00000111537,Gene Expression
Prolif T,TUBA4A,ENSG00000127824,Gene Expression
Prolif T,LCP1,ENSG00000136167,Gene Expression
Prolif T,SMC4,ENSG00000113810,Gene Expression
Prolif T,CENPF,ENSG00000117724,Gene Expression
Prolif T,TOP2A,ENSG00000131747,Gene Expression
Prolif T,CD3G,ENSG00000160654,Gene Expression
Prolif T,HLA-C,ENSG00000204525,Gene Expression
Prolif T,IL2RG,ENSG00000147168,Gene Expression
Prolif T,PLP2,ENSG00000102007,Gene Expression
NK,GNLY,ENSG00000115523,Gene Expression
NK,NKG7,ENSG00000105374,Gene Expression
NK,CD7,ENSG00000173762,Gene Expression
NK,KLRB1,ENSG00000111796,Gene Expression
NK,CCL5,ENSG00000271503,Gene Expression
NK,CTSW,ENSG00000172543,Gene Expression
NK,XCL2,ENSG00000143185,Gene Expression
NK,XCL1,ENSG00000143184,Gene Expression
NK,TRDC,ENSG00000211829,Gene Expression
NK,KLRD1,ENSG00000134539,Gene Expression
NK,KLRC1,ENSG00000134545,Gene Expression
NK,GZMA,ENSG00000145649,Gene Expression
NK,IL2RB,ENSG00000100385,Gene Expression
NK,APOBEC3G,ENSG00000239713,Gene Expression
NK,IFITM2,ENSG00000185201,Gene Expression
NK,TNFRSF18,ENSG00000186891,Gene Expression
NK,KRT81,ENSG00000205426,Gene Expression
NK,HCST,ENSG00000126264,Gene Expression
NK,GZMB,ENSG00000100453,Gene Expression
NK,CD69,ENSG00000110848,Gene Expression
NK,AREG,ENSG00000109321,Gene Expression
NK,KRT86,ENSG00000170442,Gene Expression
NK,IL32,ENSG00000008517,Gene Expression
NK,CST7,ENSG00000077984,Gene Expression
NK,CD247,ENSG00000198821,Gene Expression
NK,CMC1,ENSG00000187118,Gene Expression
NK,PRF1,ENSG00000180644,Gene Expression
NK,CORO1A,ENSG00000102879,Gene Expression
NK,MYL12A,ENSG00000101608,Gene Expression
NK,MATK,ENSG00000007264,Gene Expression
NK,LY6E,ENSG00000160932,Gene Expression
NK,LSP1,ENSG00000130592,Gene Expression
NK,CLIC3,ENSG00000169583,Gene Expression
NK,DUSP2,ENSG00000158050,Gene Expression
NK,ZNF683,ENSG00000176083,Gene Expression
NK,IL2RG,ENSG00000147168,Gene Expression
NK,TMIGD2,ENSG00000167664,Gene Expression
NK,RAC2,ENSG00000128340,Gene Expression
NK,CD48,ENSG00000117091,Gene Expression
NK,CCL4,ENSG00000275302,Gene Expression
NK,HLA-C,ENSG00000204525,Gene Expression
NK,PLAAT4,ENSG00000133321,Gene Expression
NK,GZMM,ENSG00000197540,Gene Expression
NK,CD52,ENSG00000169442,Gene Expression
NK,CLEC2B,ENSG00000110852,Gene Expression
NK,LIMD2,ENSG00000136490,Gene Expression
NK,LTB,ENSG00000227507,Gene Expression
NK,ACAP1,ENSG00000072818,Gene Expression
NK,HOPX,ENSG00000171476,Gene Expression
NK,ISG15,ENSG00000187608,Gene Expression
B cell,IGKC,ENSG00000211592,Gene Expression
B cell,CD79A,ENSG00000105369,Gene Expression
B cell,MS4A1,ENSG00000156738,Gene Expression
B cell,IGLC2,ENSG00000211677,Gene Expression
B cell,LTB,ENSG00000227507,Gene Expression
B cell,CD79B,ENSG00000007312,Gene Expression
B cell,IGHM,ENSG00000211899,Gene Expression
B cell,CD37,ENSG00000104894,Gene Expression
B cell,CD52,ENSG00000169442,Gene Expression
B cell,BANK1,ENSG00000153064,Gene Expression
B cell,CD69,ENSG00000110848,Gene Expression
B cell,CXCR4,ENSG00000121966,Gene Expression
B cell,HLA-DQA1,ENSG00000196735,Gene Expression
B cell,HLA-DQB1,ENSG00000179344,Gene Expression
B cell,CD48,ENSG00000117091,Gene Expression
B cell,LIMD2,ENSG00000136490,Gene Expression
B cell,HLA-DRA,ENSG00000204287,Gene Expression
B cell,SELL,ENSG00000188404,Gene Expression
B cell,CD74,ENSG00000019582,Gene Expression
B cell,BIRC3,ENSG00000023445,Gene Expression
B cell,SPIB,ENSG00000269404,Gene Expression
B cell,CORO1A,ENSG00000102879,Gene Expression
B cell,TNFRSF13C,ENSG00000159958,Gene Expression
B cell,POU2F2,ENSG00000028277,Gene Expression
B cell,PLAC8,ENSG00000145287,Gene Expression
B cell,BLK,ENSG00000136573,Gene Expression
B cell,CD24,ENSG00000272398,Gene Expression
B cell,BTG1,ENSG00000133639,Gene Expression
B cell,NCF1,ENSG00000158517,Gene Expression
B cell,TSC22D3,ENSG00000157514,Gene Expression
B cell,HLA-DPB1,ENSG00000223865,Gene Expression
B cell,RAC2,ENSG00000128340,Gene Expression
B cell,ISG20,ENSG00000172183,Gene Expression
B cell,TNFRSF13B,ENSG00000240505,Gene Expression
B cell,FCMR,ENSG00000162894,Gene Expression
B cell,HVCN1,ENSG00000122986,Gene Expression
B cell,FCRLA,ENSG00000132185,Gene Expression
B cell,PTPN6,ENSG00000111679,Gene Expression
B cell,RIPOR2,ENSG00000111913,Gene Expression
B cell,EVI2B,ENSG00000185862,Gene Expression
B cell,TXNIP,ENSG00000265972,Gene Expression
B cell,PDLIM1,ENSG00000107438,Gene Expression
B cell,GPSM3,ENSG00000213654,Gene Expression
B cell,LSP1,ENSG00000130592,Gene Expression
B cell,HLA-DRB5,ENSG00000198502,Gene Expression
B cell,JCHAIN,ENSG00000132465,Gene Expression
B cell,ARHGAP24,ENSG00000138639,Gene Expression
B cell,TNFAIP8,ENSG00000145779,Gene Expression
B cell,ICAM3,ENSG00000076662,Gene Expression
B cell,HLA-DPA1,ENSG00000231389,Gene Expression
Plasma B,IGKC,ENSG00000211592,Gene Expression
Plasma B,IGLC2,ENSG00000211677,Gene Expression
Plasma B,JCHAIN,ENSG00000132465,Gene Expression
Plasma B,IGHM,ENSG00000211899,Gene Expression
Plasma B,MZB1,ENSG00000170476,Gene Expression
Plasma B,XBP1,ENSG00000100219,Gene Expression
Plasma B,PTGDS,ENSG00000107317,Gene Expression
Plasma B,MBP,ENSG00000197971,Gene Expression
Plasma B,DERL3,ENSG00000099958,Gene Expression
Plasma B,PLP1,ENSG00000123560,Gene Expression
Plasma B,CRYAB,ENSG00000109846,Gene Expression
Plasma B,CD79A,ENSG00000105369,Gene Expression
Plasma B,RNASE1,ENSG00000129538,Gene Expression
Plasma B,PIM2,ENSG00000102096,Gene Expression
Plasma B,PLAAT3,ENSG00000176485,Gene Expression
Plasma B,CNP,ENSG00000173786,Gene Expression
Plasma B,LHPP,ENSG00000107902,Gene Expression
Plasma B,CLDND1,ENSG00000080822,Gene Expression
Plasma B,GPM6B,ENSG00000046653,Gene Expression
Plasma B,HERPUD1,ENSG00000051108,Gene Expression
Plasma B,CD38,ENSG00000004468,Gene Expression
Plasma B,CFL2,ENSG00000165410,Gene Expression
Plasma B,TENT5C,ENSG00000183508,Gene Expression
Plasma B,ISG20,ENSG00000172183,Gene Expression
Plasma B,EVI2A,ENSG00000126860,Gene Expression
Plasma B,FCRL5,ENSG00000143297,Gene Expression
Plasma B,CD27,ENSG00000139193,Gene Expression
Plasma B,PMP22,ENSG00000109099,Gene Expression
Plasma B,POU2AF1,ENSG00000110777,Gene Expression
Plasma B,SVIP,ENSG00000198168,Gene Expression
Plasma B,QDPR,ENSG00000151552,Gene Expression
Plasma B,SLAMF7,ENSG00000026751,Gene Expression
Plasma B,SELENOM,ENSG00000198832,Gene Expression
Plasma B,COMMD3,ENSG00000148444,Gene Expression
Plasma B,FEZ1,ENSG00000149557,Gene Expression
Plasma B,H1-2,ENSG00000187837,Gene Expression
Plasma B,IFITM1,ENSG00000185885,Gene Expression
Plasma B,SDF2L1,ENSG00000128228,Gene Expression
Plasma B,SELENOP,ENSG00000250722,Gene Expression
Plasma B,NUCB2,ENSG00000070081,Gene Expression
Plasma B,SEL1L3,ENSG00000091490,Gene Expression
Plasma B,TPD52,ENSG00000076554,Gene Expression
Plasma B,CSRP1,ENSG00000159176,Gene Expression
Plasma B,EAF2,ENSG00000145088,Gene Expression
Plasma B,TP53INP1,ENSG00000164938,Gene Expression
Plasma B,ICAM3,ENSG00000076662,Gene Expression
Plasma B,NDRG2,ENSG00000165795,Gene Expression
Plasma B,KLF13,ENSG00000169926,Gene Expression
Plasma B,CD79B,ENSG00000007312,Gene Expression
Plasma B,PDK1,ENSG00000152256,Gene Expression
pDC,GZMB,ENSG00000100453,Gene Expression
pDC,JCHAIN,ENSG00000132465,Gene Expression
pDC,PTGDS,ENSG00000107317,Gene Expression
pDC,IRF7,ENSG00000185507,Gene Expression
pDC,IRF8,ENSG00000140968,Gene Expression
pDC,DERL3,ENSG00000099958,Gene Expression
pDC,CLIC3,ENSG00000169583,Gene Expression
pDC,UGCG,ENSG00000148154,Gene Expression
pDC,PLAC8,ENSG00000145287,Gene Expression
pDC,MZB1,ENSG00000170476,Gene Expression
pDC,IL3RA,ENSG00000185291,Gene Expression
pDC,LILRA4,ENSG00000239961,Gene Expression
pDC,TSPAN13,ENSG00000106537,Gene Expression
pDC,C12orf75,ENSG00000235162,Gene Expression
pDC,PLD4,ENSG00000166428,Gene Expression
pDC,MPEG1,ENSG00000197629,Gene Expression
pDC,BCL11A,ENSG00000119866,Gene Expression
pDC,SERPINF1,ENSG00000132386,Gene Expression
pDC,SPIB,ENSG00000269404,Gene Expression
pDC,TCF4,ENSG00000196628,Gene Expression
pDC,SMPD3,ENSG00000103056,Gene Expression
pDC,LTB,ENSG00000227507,Gene Expression
pDC,ITM2C,ENSG00000135916,Gene Expression
pDC,CYBA,ENSG00000051523,Gene Expression
pDC,SLC20A1,ENSG00000144136,Gene Expression
pDC,ALOX5AP,ENSG00000132965,Gene Expression
pDC,TPM2,ENSG00000198467,Gene Expression
pDC,GAS6,ENSG00000183087,Gene Expression
pDC,UCP2,ENSG00000175567,Gene Expression
pDC,SELL,ENSG00000188404,Gene Expression
pDC,HERPUD1,ENSG00000051108,Gene Expression
pDC,PLP2,ENSG00000102007,Gene Expression
pDC,MYL12A,ENSG00000101608,Gene Expression
pDC,NCF1,ENSG00000158517,Gene Expression
pDC,CD4,ENSG00000010610,Gene Expression
pDC,LAMP5,ENSG00000125869,Gene Expression
pDC,SEL1L3,ENSG00000091490,Gene Expression
pDC,CCDC186,ENSG00000165813,Gene Expression
pDC,RNASE6,ENSG00000169413,Gene Expression
pDC,JAML,ENSG00000160593,Gene Expression
pDC,SHD,ENSG00000105251,Gene Expression
pDC,VAMP8,ENSG00000118640,Gene Expression
pDC,PTCRA,ENSG00000171611,Gene Expression
pDC,PRKCB,ENSG00000166501,Gene Expression
pDC,CTSC,ENSG00000109861,Gene Expression
pDC,SLC15A4,ENSG00000139370,Gene Expression
pDC,PLEK,ENSG00000115956,Gene Expression
pDC,COBLL1,ENSG00000082438,Gene Expression
pDC,MDFIC,ENSG00000135272,Gene Expression
pDC,CTSZ,ENSG00000101160,Gene Expression
Endo capilar,CLDN5,ENSG00000184113,Gene Expression
Endo capilar,IGFBP7,ENSG00000163453,Gene Expression
Endo capilar,ITM2A,ENSG00000078596,Gene Expression
Endo capilar,CCN2,ENSG00000118523,Gene Expression
Endo capilar,IFI27,ENSG00000165949,Gene Expression
Endo capilar,SPARC,ENSG00000113140,Gene Expression
Endo capilar,GNG11,ENSG00000127920,Gene Expression
Endo capilar,CA2,ENSG00000104267,Gene Expression
Endo capilar,RGCC,ENSG00000102760,Gene Expression
Endo capilar,ANGPT2,ENSG00000091879,Gene Expression
Endo capilar,SPARCL1,ENSG00000152583,Gene Expression
Endo capilar,SLC38A5,ENSG00000017483,Gene Expression
Endo capilar,TSC22D1,ENSG00000102804,Gene Expression
Endo capilar,ABCG2,ENSG00000118777,Gene Expression
Endo capilar,IFITM3,ENSG00000142089,Gene Expression
Endo capilar,VWF,ENSG00000110799,Gene Expression
Endo capilar,MT1E,ENSG00000169715,Gene Expression
Endo capilar,MFSD2A,ENSG00000168389,Gene Expression
Endo capilar,IGFBP3,ENSG00000146674,Gene Expression
Endo capilar,EDN1,ENSG00000078401,Gene Expression
Endo capilar,CAVIN2,ENSG00000168497,Gene Expression
Endo capilar,ESAM,ENSG00000149564,Gene Expression
Endo capilar,TM4SF1,ENSG00000169908,Gene Expression
Endo capilar,SLC9A3R2,ENSG00000065054,Gene Expression
Endo capilar,SLC2A1,ENSG00000117394,Gene Expression
Endo capilar,APOLD1,ENSG00000178878,Gene Expression
Endo capilar,SLC7A5,ENSG00000103257,Gene Expression
Endo capilar,A2M,ENSG00000175899,Gene Expression
Endo capilar,SLC39A10,ENSG00000196950,Gene Expression
Endo capilar,INSR,ENSG00000171105,Gene Expression
Endo capilar,RAMP2,ENSG00000131477,Gene Expression
Endo capilar,EPAS1,ENSG00000116016,Gene Expression
Endo capilar,TIMP3,ENSG00000100234,Gene Expression
Endo capilar,ID1,ENSG00000125968,Gene Expression
Endo capilar,ADGRL4,ENSG00000162618,Gene Expression
Endo capilar,EGFL7,ENSG00000172889,Gene Expression
Endo capilar,IFI6,ENSG00000126709,Gene Expression
Endo capilar,PODXL,ENSG00000128567,Gene Expression
Endo capilar,LMO2,ENSG00000135363,Gene Expression
Endo capilar,FLT1,ENSG00000102755,Gene Expression
Endo capilar,ADIRF,ENSG00000148671,Gene Expression
Endo capilar,FN1,ENSG00000115414,Gene Expression
Endo capilar,ID3,ENSG00000117318,Gene Expression
Endo capilar,NET1,ENSG00000173848,Gene Expression
Endo capilar,SRARP,ENSG00000183888,Gene Expression
Endo capilar,ADGRF5,ENSG00000069122,Gene Expression
Endo capilar,TM4SF18,ENSG00000163762,Gene Expression
Endo capilar,ENG,ENSG00000106991,Gene Expression
Endo capilar,PECAM1,ENSG00000261371,Gene Expression
Endo capilar,CLEC14A,ENSG00000176435,Gene Expression
Endo arterial,IGFBP7,ENSG00000163453,Gene Expression
Endo arterial,SPARC,ENSG00000113140,Gene Expression
Endo arterial,CLDN5,ENSG00000184113,Gene Expression
Endo arterial,COL4A1,ENSG00000187498,Gene Expression
Endo arterial,CCN2,ENSG00000118523,Gene Expression
Endo arterial,COL4A2,ENSG00000134871,Gene Expression
Endo arterial,A2M,ENSG00000175899,Gene Expression
Endo arterial,ITM2A,ENSG00000078596,Gene Expression
Endo arterial,HSPG2,ENSG00000142798,Gene Expression
Endo arterial,ANGPT2,ENSG00000091879,Gene Expression
Endo arterial,VWF,ENSG00000110799,Gene Expression
Endo arterial,GNG11,ENSG00000127920,Gene Expression
Endo arterial,RGCC,ENSG00000102760,Gene Expression
Endo arterial,ESAM,ENSG00000149564,Gene Expression
Endo arterial,FLT1,ENSG00000102755,Gene Expression
Endo arterial,CA2,ENSG00000104267,Gene Expression
Endo arterial,INSR,ENSG00000171105,Gene Expression
Endo arterial,ESM1,ENSG00000164283,Gene Expression
Endo arterial,STC1,ENSG00000159167,Gene Expression
Endo arterial,TM4SF1,ENSG00000169908,Gene Expression
Endo arterial,PECAM1,ENSG00000261371,Gene Expression
Endo arterial,ADGRL4,ENSG00000162618,Gene Expression
Endo arterial,APOLD1,ENSG00000178878,Gene Expression
Endo arterial,IFI27,ENSG00000165949,Gene Expression
Endo arterial,MCAM,ENSG00000076706,Gene Expression
Endo arterial,EGFL7,ENSG00000172889,Gene Expression
Endo arterial,ENG,ENSG00000106991,Gene Expression
Endo arterial,SLC9A3R2,ENSG00000065054,Gene Expression
Endo arterial,PODXL,ENSG00000128567,Gene Expression
Endo arterial,EPAS1,ENSG00000116016,Gene Expression
Endo arterial,CD93,ENSG00000125810,Gene Expression
Endo arterial,PLVAP,ENSG00000130300,Gene Expression
Endo arterial,ITGB1,ENSG00000150093,Gene Expression
Endo arterial,PCAT19,ENSG00000267107,Gene Expression
Endo arterial,SPRY1,ENSG00000164056,Gene Expression
Endo arterial,PLXND1,ENSG00000004399,Gene Expression
Endo arterial,SPARCL1,ENSG00000152583,Gene Expression
Endo arterial,ADGRF5,ENSG00000069122,Gene Expression
Endo arterial,IFITM3,ENSG00000142089,Gene Expression
Endo arterial,RAMP2,ENSG00000131477,Gene Expression
Endo arterial,CCN1,ENSG00000142871,Gene Expression
Endo arterial,VWA1,ENSG00000179403,Gene Expression
Endo arterial,APP,ENSG00000142192,Gene Expression
Endo arterial,EDN1,ENSG00000078401,Gene Expression
Endo arterial,SPINK8,ENSG00000229453,Gene Expression
Endo arterial,MFSD2A,ENSG00000168389,Gene Expression
Endo arterial,APLN,ENSG00000171388,Gene Expression
Endo arterial,LAMA4,ENSG00000112769,Gene Expression
Endo arterial,IGFBP3,ENSG00000146674,Gene Expression
Endo arterial,ABCG2,ENSG00000118777,Gene Expression
Tip-like,IGFBP7,ENSG00000163453,Gene Expression
Tip-like,SPARC,ENSG00000113140,Gene Expression
Tip-like,CLDN5,ENSG00000184113,Gene Expression
Tip-like,ITM2A,ENSG00000078596,Gene Expression
Tip-like,A2M,ENSG00000175899,Gene Expression
Tip-like,COL4A1,ENSG00000187498,Gene Expression
Tip-like,CA2,ENSG00000104267,Gene Expression
Tip-like,CCN2,ENSG00000118523,Gene Expression
Tip-like,ANGPT2,ENSG00000091879,Gene Expression
Tip-like,APOLD1,ENSG00000178878,Gene Expression
Tip-like,VWF,ENSG00000110799,Gene Expression
Tip-like,COL4A2,ENSG00000134871,Gene Expression
Tip-like,ESAM,ENSG00000149564,Gene Expression
Tip-like,GNG11,ENSG00000127920,Gene Expression
Tip-like,SLC38A5,ENSG00000017483,Gene Expression
Tip-like,HSPG2,ENSG00000142798,Gene Expression
Tip-like,ADGRL4,ENSG00000162618,Gene Expression
Tip-like,MFSD2A,ENSG00000168389,Gene Expression
Tip-like,ABCG2,ENSG00000118777,Gene Expression
Tip-like,RGCC,ENSG00000102760,Gene Expression
Tip-like,IFI27,ENSG00000165949,Gene Expression
Tip-like,EPAS1,ENSG00000116016,Gene Expression
Tip-like,INSR,ENSG00000171105,Gene Expression
Tip-like,SPINK8,ENSG00000229453,Gene Expression
Tip-like,FN1,ENSG00000115414,Gene Expression
Tip-like,MCAM,ENSG00000076706,Gene Expression
Tip-like,PECAM1,ENSG00000261371,Gene Expression
Tip-like,FLT1,ENSG00000102755,Gene Expression
Tip-like,C1orf54,ENSG00000118292,Gene Expression
Tip-like,APCDD1,ENSG00000154856,Gene Expression
Tip-like,EDN1,ENSG00000078401,Gene Expression
Tip-like,APLN,ENSG00000171388,Gene Expression
Tip-like,ITGB1,ENSG00000150093,Gene Expression
Tip-like,SPARCL1,ENSG00000152583,Gene Expression
Tip-like,PODXL,ENSG00000128567,Gene Expression
Tip-like,CD93,ENSG00000125810,Gene Expression
Tip-like,IGFBP3,ENSG00000146674,Gene Expression
Tip-like,EGFL7,ENSG00000172889,Gene Expression
Tip-like,SLC2A1,ENSG00000117394,Gene Expression
Tip-like,PCAT19,ENSG00000267107,Gene Expression
Tip-like,LAMA4,ENSG00000112769,Gene Expression
Tip-like,BGN,ENSG00000182492,Gene Expression
Tip-like,ESM1,ENSG00000164283,Gene Expression
Tip-like,SLC7A5,ENSG00000103257,Gene Expression
Tip-like,SPTBN1,ENSG00000115306,Gene Expression
Tip-like,CD34,ENSG00000174059,Gene Expression
Tip-like,ADGRF5,ENSG00000069122,Gene Expression
Tip-like,CAVIN2,ENSG00000168497,Gene Expression
Tip-like,LAMC1,ENSG00000135862,Gene Expression
Tip-like,TM4SF1,ENSG00000169908,Gene Expression
Scavenging endothelial,SPARC,ENSG00000113140,Gene Expression
Scavenging endothelial,IGFBP7,ENSG00000163453,Gene Expression
Scavenging endothelial,ITM2A,ENSG00000078596,Gene Expression
Scavenging endothelial,ANGPT2,ENSG00000091879,Gene Expression
Scavenging endothelial,COL4A1,ENSG00000187498,Gene Expression
Scavenging endothelial,CCN2,ENSG00000118523,Gene Expression
Scavenging endothelial,CA2,ENSG00000104267,Gene Expression
Scavenging endothelial,A2M,ENSG00000175899,Gene Expression
Scavenging endothelial,ITGB1,ENSG00000150093,Gene Expression
Scavenging endothelial,APLN,ENSG00000171388,Gene Expression
Scavenging endothelial,FLT1,ENSG00000102755,Gene Expression
Scavenging endothelial,ABCG2,ENSG00000118777,Gene Expression
Scavenging endothelial,MT-ND4,ENSG00000198886,Gene Expression
Scavenging endothelial,MT-ND1,ENSG00000198888,Gene Expression
Scavenging endothelial,FN1,ENSG00000115414,Gene Expression
Scavenging endothelial,RGCC,ENSG00000102760,Gene Expression
Scavenging endothelial,SPARCL1,ENSG00000152583,Gene Expression
Scavenging endothelial,APP,ENSG00000142192,Gene Expression
Scavenging endothelial,CLDN5,ENSG00000184113,Gene Expression
Scavenging endothelial,MT-CYB,ENSG00000198727,Gene Expression
Scavenging endothelial,CD93,ENSG00000125810,Gene Expression
Scavenging endothelial,INSR,ENSG00000171105,Gene Expression
Scavenging endothelial,RGS5,ENSG00000143248,Gene Expression
Scavenging endothelial,MT-ATP6,ENSG00000198899,Gene Expression
Scavenging endothelial,DUSP6,ENSG00000139318,Gene Expression
Scavenging endothelial,MCAM,ENSG00000076706,Gene Expression
Scavenging endothelial,COL4A2,ENSG00000134871,Gene Expression
Scavenging endothelial,MT-ND3,ENSG00000198840,Gene Expression
Scavenging endothelial,RHOB,ENSG00000143878,Gene Expression
Scavenging endothelial,ADGRL4,ENSG00000162618,Gene Expression
Scavenging endothelial,C1orf54,ENSG00000118292,Gene Expression
Scavenging endothelial,GNG11,ENSG00000127920,Gene Expression
Scavenging endothelial,EPAS1,ENSG00000116016,Gene Expression
Scavenging endothelial,SLC7A5,ENSG00000103257,Gene Expression
Scavenging endothelial,ADGRF5,ENSG00000069122,Gene Expression
Scavenging endothelial,LMO2,ENSG00000135363,Gene Expression
Scavenging endothelial,CAVIN2,ENSG00000168497,Gene Expression
Scavenging endothelial,TM4SF18,ENSG00000163762,Gene Expression
Scavenging endothelial,KLF4,ENSG00000136826,Gene Expression
Scavenging endothelial,EGR1,ENSG00000120738,Gene Expression
Scavenging endothelial,VWF,ENSG00000110799,Gene Expression
Scavenging endothelial,IVNS1ABP,ENSG00000116679,Gene Expression
Scavenging endothelial,PECAM1,ENSG00000261371,Gene Expression
Scavenging endothelial,MT-ATP8,ENSG00000228253,Gene Expression
Scavenging endothelial,MYO1B,ENSG00000128641,Gene Expression
Scavenging endothelial,APCDD1,ENSG00000154856,Gene Expression
Scavenging endothelial,PODXL,ENSG00000128567,Gene Expression
Scavenging endothelial,MT-CO1,ENSG00000198804,Gene Expression
Scavenging endothelial,APOLD1,ENSG00000178878,Gene Expression
Scavenging endothelial,JUND,ENSG00000130522,Gene Expression
SMC,IGFBP7,ENSG00000163453,Gene Expression
SMC,MMP9,ENSG00000100985,Gene Expression
SMC,NDUFA4L2,ENSG00000185633,Gene Expression
SMC,TAGLN,ENSG00000149591,Gene Expression
SMC,BGN,ENSG00000182492,Gene Expression
SMC,SPARC,ENSG00000113140,Gene Expression
SMC,ACTA2,ENSG00000107796,Gene Expression
SMC,THY1,ENSG00000154096,Gene Expression
SMC,RGS5,ENSG00000143248,Gene Expression
SMC,FN1,ENSG00000115414,Gene Expression
SMC,CALD1,ENSG00000122786,Gene Expression
SMC,TIMP1,ENSG00000102265,Gene Expression
SMC,MIR4435-2HG,ENSG00000172965,Gene Expression
SMC,MYL9,ENSG00000101335,Gene Expression
SMC,CYTOR,ENSG00000222041,Gene Expression
SMC,TPM2,ENSG00000198467,Gene Expression
SMC,COL4A1,ENSG00000187498,Gene Expression
SMC,COL4A2,ENSG00000134871,Gene Expression
SMC,HIGD1B,ENSG00000131097,Gene Expression
SMC,SERPINH1,ENSG00000149257,Gene Expression
SMC,IBSP,ENSG00000029559,Gene Expression
SMC,IFITM3,ENSG00000142089,Gene Expression
SMC,COL1A2,ENSG00000164692,Gene Expression
SMC,MGP,ENSG00000111341,Gene Expression
SMC,DCN,ENSG00000011465,Gene Expression
SMC,LGALS1,ENSG00000100097,Gene Expression
SMC,IGFBP4,ENSG00000141753,Gene Expression
SMC,PCOLCE,ENSG00000106333,Gene Expression
SMC,TPM1,ENSG00000140416,Gene Expression
SMC,PLXDC1,ENSG00000161381,Gene Expression
SMC,PPP1R14A,ENSG00000167641,Gene Expression
SMC,FRZB,ENSG00000162998,Gene Expression
SMC,COL1A1,ENSG00000108821,Gene Expression
SMC,MFGE8,ENSG00000140545,Gene Expression
SMC,ITGB1,ENSG00000150093,Gene Expression
